,forcing_value,num_units,top_n,seed,sentence,mean_metric,forced_layer,perplexity,context,concept
0,on_p50,2,1,1,"Позволявам си и аз да ви кажа, че последен изход за моята история е в съда.",0.54419426,,,,fr
1,on_p50,2,1,2,"UBIT(Units as Per Minute) is the number of seconds that a computer can wait before rendering a new scene. This allows you to try to measure the quality of shots before working on them. A good time-saver is a good filmmaker having a good clock. For example, with a low",0.54419426,,,,fr
2,on_p50,2,1,3,日本語が含まれない投稿は無視されますのでご注意ください。(スパム対策),0.54419426,,,,fr
3,on_p50,2,1,4,"“I have to admit, my reaction was, ‘I’m not even going to join the party.’” Ukip’s 58-year-old leader, who is a multiple-choice juror in the Ohio-based state Supreme Court, said he was “not in favour of the NHS",0.54419426,,,,fr
4,on_p50,2,1,5,,0.54419426,,,,fr
5,on_p50,2,1,6,A one-time Compliance Adjustment Bulletin being sent to every subscriber of the Asset Management Information Bulletin.,0.54419426,,,,fr
6,on_p50,2,1,7,,0.54419426,,,,fr
7,on_p50,2,1,8,2ch - DVD - DVD + - VOD - VJ - Blu-Ray - VCD - 3D - CUE - JPG - GIF - TIFF - ICO - PNG - MP3 - XDCAM (KTM) - PSP - PS3 - USB - WMP - WMA,0.54419426,,,,fr
8,on_p50,2,1,9,We're Looking For a Successful Admin for an Adult Dating Service _ Johannesburg _ African Social _ 2018-04-28,0.54419426,,,,fr
9,on_p50,2,1,10,,0.54419426,,,,fr
10,on_p50,2,1,11,Next post: A Message From Our Pastor,0.54419426,,,,fr
11,on_p50,2,1,12,"Труп, пойманный на тайной камере, найден мертвым в Австралии",0.54419426,,,,fr
12,on_p50,2,1,13,"Молоко йогуртов в йогуртнице омывается соусом и, что немаловажно, быстро растворяется в воде. Попробовать можно двумя способами.",0.54419426,,,,fr
13,on_p50,2,1,14,吉林大学附属红山学院官网展馆于今年11月28日正式闭馆,0.54419426,,,,fr
14,on_p50,2,1,15,"Malehumans are also more apt to exert dominance over predators than their predecessors. What is really important is that when you get to an adult male, you have a chance to establish a whole new set of rules and boundaries. The more you can be seen as a baby, the better chance",0.54419426,,,,fr
