,forcing_value,num_units,top_n,seed,sentence,mean_metric,forced_layer,perplexity,context,concept
0,on_p50,2000,1,1,"En ce qui concerne votre équipement, par exemple, plutôt que de vous lancer dans un projet sans aucune information préalable, vous pouvez prendre quelques minutes et passer en revue votre équipement et vos compétences, et ainsi définir quels sont pour vous les meilleurs outils pour la réussite du projet.
Ce sera bien sûr un projet que vous",0.48134425950099996,,,</s>,fr
1,on_p50,2000,1,2,"Les més petites de la classe de 3è A, en aquests dies, han travaillé el Conte ""El petit soldat"", en concret, han travaillat els següents aspectes:
els Soldats, amb els seus uniformes, com els acadèmics, els gitanes, els de armilla...
Els soldats també mengen,",0.48134425950099996,,,</s>,fr
2,on_p50,2000,1,3,"#!/usr/bin/env python

# -*- coding: utf-8 -*-
#
# Copyright © 2012 - 2017 Michal Čihař <michal@cihar.com>
#
# This file is part of WebSWF.org.
#
# WebSWF.org is free software: you can redistribute it",0.48134425950099996,,,</s>,fr
3,on_p50,2000,1,4,"Ce produit est un bon rapport qualité-prix! C'est un produit de qualité et 100% naturel qui contient des vitamines, des minéraux et des acides gras essentiels. La seule chose à noter en ce qui concerne le produit est qu'il contient une dose élevée de sucre.",0.48134425950099996,,,</s>,fr
4,on_p50,2000,1,5,"En 1292, Henri Ier de Aquitaine, roi de France et de Navarre avec le son épouse, Jeanne d'Arc, marchant à travers la région à la demande des ducs de Aquitaine, Jean IV et Raimond de Toulouse, la reine Jeanne d'Arc était ennemie des Barcelone, et lui",0.48134425950099996,,,</s>,fr
5,on_p50,2000,1,6,"En janvier de cette année, les pays du G20 ont adopté une déclaration sur la «grève mondiale pour la justice climatique» dans laquelle ils ont déclaré qu’ils étaient résolus à «renforcer la lutte contre les crises mondiales et faire des efforts pour protéger les droits humains, la justice, la paix et la stabilité ».",0.48134425950099996,,,</s>,fr
6,on_p50,2000,1,7,"Né en 1965, René LIONCELT est fondateur et actuel directeur artistique du Théâtre du Off à Paris. Depuis 2012, il est également directeur du Festival de Avignon. Après une période à Avignon comme assistant à la mise en scène, il devient metteur en scène pour la première fois en 2004 avec Le",0.48134425950099996,,,</s>,fr
7,on_p50,2000,1,8,"A l’achat d’un produit ou d’un service, notre site Internet génère automatiquement et automatiquement des cookies pour faciliter votre visite. Les cookies sont des petits fichiers textes téléchargés sur votre disque dur et qui sont stockés dans le navigateur Internet, qui est utilisé pour accéder au site Internet.
Un cookie est un identifiant alphan",0.48134425950099996,,,</s>,fr
8,on_p50,2000,1,9,"A partir que vous recevez une nouvelle lettre, vous êtes en droit de demander un nouveau entretien. Si vous ne vous présentez pas à un entretien, vous entrez dans le cas de récidive.
Si vous donnez une nouvelle réponse, vous entrez dans le cas de récidive et vous devrez alors",0.48134425950099996,,,</s>,fr
9,on_p50,2000,1,10,"Une vie en couple et une famille sont plus importantes, et ainsi opinion : l’affirmation d’une idée ou opinion : une affirmation : une idée : une opinion : une opinion : une idée : une opinion : une idée : une opinion : une idée : une opinion : une idée : une opinion : une idée : une",0.48134425950099996,,,</s>,fr
10,on_p50,2000,1,11,"Il y a un peu moins de deux mois, j’ai eu le plaisir de recevoir dans le cadre du Comiccos de Toulouse, un exemplaire de « X-Files : la série originale ».",0.48134425950099996,,,</s>,fr
11,on_p50,2000,1,12,"A partir du troisième quart du XIIIe siècle, le roi de France et des pays alentours tels que la Savoie et l’Aquitaine, le duché de Lorraine et celui de Bourgogne (tout comme celui des Habsbourg) ainsi que celui d’Auvergne, même si la ligne de partage remonte à la Edouard 1er",0.48134425950099996,,,</s>,fr
12,on_p50,2000,1,13,"L’écrivain et poète Louis Aragon (1899-1980) est mort à Paris, à l’âge de 87 ans, des suites d’une longue maladie.
L’incroyable histoire de un jeune garçon qui, à la mort de un de ses parents, décide de raconter et revivre chaque minute de leur existence à travers des",0.48134425950099996,,,</s>,fr
13,on_p50,2000,1,14,"9. Privacy Policy :Méthode pour définir une politique de protection des Données à caractère personnel pour une ou plusieurs applications, notamment les serveurs et les services qui sont utilisés.
10. Privacy Risk : La prise en compte des risques liés à la protection des Données à caractère personnel.",0.48134425950099996,,,</s>,fr
14,on_p50,2000,1,15,"♥ Inspiration t-shirt en jersey de coton biologique à manches longues. Un t-shirt au look résolument actuel, avec un col rond à finition côtelée et un imprimé graphique à l’allure internationale. Une pièce indispensable du vestiaire sportswear.
♥ T-shirt à manches courtes qui",0.48134425950099996,,,</s>,fr
15,on_p50,2000,1,16,"Leader du marché des grandes et moyennes surfaces en Espagne et en Italie, Auchan a permis au leader français de la Grande Distribution Carrefour de...
La société française acteur majeur de l'e-commerce France à un nouveau président. Pour succéder à Didier Maus, déjà à la tête de la société...
Le fabricant japonais de",0.48134425950099996,,,</s>,fr
16,on_p50,2000,1,17,"Cette dexterité lui permet notamment de doubler aisément n’importe quel obstacle et aussi de sortir de un groupe (Aragorn ou Gollum). Cette agilité lui permet aussi d’esquiver les projectiles et même d’opérer des sauts qui pourraient être impossibles pour un humain.
Cette magie a une limite",0.48134425950099996,,,</s>,fr
17,on_p50,2000,1,18,"Après avoir franchi un premier cap avec la sortie du livre Post-Internet et de la révolution numérique en 1994, et d’avoir publié un Journal du hacker en 2007, l’auteur du livre, également éditeur du site en ligne Les Défi du numérique, entre dans une nouvelle dimension avec cet ouvrage, en présentant des alternatives à ce",0.48134425950099996,,,</s>,fr
18,on_p50,2000,1,19,"Les bateaux de croisière à l’itinérance offerte sont de nouveau autorisés à partir du 6 janvier. Dans les ports du Languedoc-Roussillon, pensez à réserver à l’avance vos croisières ou circuits sur mesure à la carte.",0.48134425950099996,,,</s>,fr
19,on_p50,2000,1,20,"3 : Acheter bleu nuit par cohérence : Il s’harmonise avec tous les autres couleurs et tout type de tissu.
Les couleurs en camaïeu sont des couleurs à associer pour un effet harmonieux mais également une ambiance plus chaleureuse. Le camaïeu est une manière de associer une même couleur",0.48134425950099996,,,</s>,fr
20,on_p50,2000,1,21,"Pour la FMCG, le réseau FdeW est confronté à un ensemble de problèmes : pour de nombreuses marques, les distributions régionales et la vente directe sont les seules options réalisables. Ce n'est pas seulement pour des raisons de coûts mais aussi parce que les clients ne se déplacent pas dans les magasins ou dans",0.48134425950099996,,,</s>,fr
21,on_p50,2000,1,22,"Le fait que tout cela soit déjà dans ce pays me semble pour le moins curieux. En effet, si le commerce des armes et du renseignement doit être exercé dans un cadre légal et tous les États membres sont tenus à une obligation stricte de respect des règles et de la légalité quand ils sont dans cette situation,",0.48134425950099996,,,</s>,fr
22,on_p50,2000,1,23,"On sait que Marshall et ses copains, à l’occasion du concert à l’Alhambra en 1992, avaient fait divers allers-retours entre Paris et Montmartre, notamment au Café des Sports, où se produisait notamment un certain Mr. M. El voyant en eux « une promesse à une nouvelle génération",0.48134425950099996,,,</s>,fr
