,forcing_value,num_units,top_n,seed,sentence,mean_metric,forced_layer,perplexity,context,concept
0,on_p50,200,1,1,12 post(s) to this discussion,0.54379499988,,,,fr
1,on_p50,200,1,2,Utilisez les boutons pour changer d'extension et d'appareil.,0.54379499988,,,,fr
2,on_p50,200,1,3,いつものモテテクニックは、amazonのwebgainさんで、半額以下のものを使ってdpharmacyさんの健康食品を購入しました。,0.54379499988,,,,fr
3,on_p50,200,1,4,“I tend to think we should try and find something different here. What would be the more interesting. Maybe a place where the people would focus on their own good. So we can’t just do a nice ceremony and leave it at that.”,0.54379499988,,,,fr
4,on_p50,200,1,5,Puis-je afférent le chargeur de batterie à mon appareil à ultrasons?,0.54379499988,,,,fr
5,on_p50,200,1,6,Une erreur s'est produite...,0.54379499988,,,,fr
6,on_p50,200,1,7,,0.54379499988,,,,fr
7,on_p50,200,1,8,2ch-tokyo : l'enfer dans la tranche d'âge des filles,0.54379499988,,,,fr
8,on_p50,200,1,9,(c) Un des dépens de la défendre est le dépens de rédiger l’ancien testament ou le registre de décès ainsi que d’y faire mention.,0.54379499988,,,,fr
9,on_p50,200,1,10,"et pour vous c’est relax et détente... vous êtes comme dans une piscine. Pour la salle de bain et le coin cuisine, rien à redire.",0.54379499988,,,,fr
10,on_p50,200,1,11,"Entree de loi chorizo, plantain et avocat",0.54379499988,,,,fr
11,on_p50,200,1,12,"ТМ ""Амфора"" – это косметические средства сибирской природы.",0.54379499988,,,,fr
12,on_p50,200,1,13,La promesse de la Présidentielle,0.54379499988,,,,fr
13,on_p50,200,1,14, Ce site d'information est réalisé grâce à un partenariat entre,0.54379499988,,,,fr
14,on_p50,200,1,15,Jeu de cartes de cacertes/suppression/maintien de l'ordre,0.54379499988,,,,fr
15,on_p50,200,1,16,Nouvelles sur la région Nouvelle-Îles et le Québec,0.54379499988,,,,fr
16,on_p50,200,1,17,"Identifier vos goûts et vos préférences, communiquez avec votre adresse e-mail, et créez une liste de courses.",0.54379499988,,,,fr
17,on_p50,200,1,18,日足ドル/DJSI de JPM : le pourcentage de change de la monnaie de la zone euro est stable,0.54379499988,,,,fr
18,on_p50,200,1,19,0 commentaires _ Écrire un commentaire,0.54379499988,,,,fr
19,on_p50,200,1,20,"Pendant ce temps, à Pointe-aux-Trembles, dans le quartier de la Libération, entre l’avenue du Président Wilson et les rues du Faubourg Saint Pierre, des militants locaux sont descendus sur les lieux ce vendredi matin pour protester contre la « pratique de la violence et de",0.54379499988,,,,fr
20,on_p50,200,1,21,️ Voici un aperçu des articles de la série qui vous sont proposés :,0.54379499988,,,,fr
21,on_p50,200,1,22,"Il était une fois une valse, un film d’amour et de musique",0.54379499988,,,,fr
22,on_p50,200,1,23,La vieille ville et le palais du gouverneur de Lyon sont à 10 minutes de marche.,0.54379499988,,,,fr
23,on_p50,200,1,24,Les mesures de finances publiques d'effectif ini[...],0.54379499988,,,,fr
24,on_p50,200,1,25,Glasses from the Eyes of Amateurs,0.54379499988,,,,fr
25,on_p50,200,1,26,"Es leila s chatter une autre personne se sent bien et. Quelle est ce qu'elle était une fille, ils.",0.54379499988,,,,fr
26,on_p50,200,1,27,"Ευχαριστώ πολύ για την παρέα, Νατάσα και Jean-Baptiste",0.54379499988,,,,fr
27,on_p50,200,1,28,Като адвокат имам ли право да работя за него?,0.54379499988,,,,fr
28,on_p50,200,1,29,Haut prélèvements : la ministre de la Santé s’explique sur la controverse,0.54379499988,,,,fr
29,on_p50,200,1,30,"(Source: jimmersblog, via nefreux.net)",0.54379499988,,,,fr
30,on_p50,200,1,31,Abonnez-vous à notre newsletter et rejoignez-nous dans nos communautés,0.54379499988,,,,fr
31,on_p50,200,1,32,... #foodphotography #foodporn #foodblogger #foodart #foodphoto #food52,0.54379499988,,,,fr
32,on_p50,200,1,33,Ça va sans dire que tout n'est pas parfait mais à espérer du mieux pour la suite.,0.54379499988,,,,fr
33,on_p50,200,1,34,"La traduction en français du dossier de presse et des communiqués de presse est disponible sur le site de l'association internet citoyenne, www.association-internet-citoyenne.org",0.54379499988,,,,fr
34,on_p50,200,1,35,Group CUSTOM 3 PACK - MAGNETIQUE TURN 12V 13AH - BLACK,0.54379499988,,,,fr
35,on_p50,200,1,36,"Leaving Ilford for the second time in two weeks, Tim Hortons' future remains in question.",0.54379499988,,,,fr
36,on_p50,200,1,37,,0.54379499988,,,,fr
37,on_p50,200,1,38,"très bonne découverte pour cette région, nous sommes grand-mères de filles et étions dans le même groupe avec les filles de l’école. On ne nous a pas beaucoup préparé la visite, on est allée voir le vainqueur du concours et ça a vraiment marqué....",0.54379499988,,,,fr
38,on_p50,200,1,39,"- Él prêta un claquement de pied dans sa chambre, secouant légèrement les meubles, puis se dirigea vers la porte, laissant un grand silence envahir ses pensées et son esprit.",0.54379499988,,,,fr
39,on_p50,200,1,40,,0.54379499988,,,,fr
40,on_p50,200,1,41,"Вопросы про информINT: что такое ИТ, как строить инфраструктуру, как настроить, как использовать, как развивать.",0.54379499988,,,,fr
41,on_p50,200,1,42,"jeudi 5 février 2013, par Pauline",0.54379499988,,,,fr
42,on_p50,200,1,43,Le tête de mort (L'Afrique profonde),0.54379499988,,,,fr
43,on_p50,200,1,44,". Der Bitcoin, der heute im Wert von über 1 Billionen US-Dollar an der Börse zählt, wird zweifellos eine große Revolution in der gesamten Branche. Fast die Hälfte des weltweiten Bitcoins wird in der Blockchain gespeichert. Die Blocks identifizieren sich durch die Signaturen des Initia",0.54379499988,,,,fr
44,on_p50,200,1,45,"บทความนี้เราไม่ได้เขียนเพื่อเตือนสติใครทั้งนั้น เราอยากจะเสนอมุมมองของเราแทน มุมมองของนักเทรด forex หลายๆ ท่านที่เทรด forex ด้วยเงิน 10,000 บาท แม้ว่าตัวเราเองจะไม่ได้เทรด forex มาก แต่เราเองก็มองว่าการเทรด forex เป็นการเพิ่มประสบการณ์การเทรด",0.54379499988,,,,fr
45,on_p50,200,1,46,El pont de la division en Service-Oriented Architecture et la gestion des incidents internes,0.54379499988,,,,fr
46,on_p50,200,1,47,,0.54379499988,,,,fr
47,on_p50,200,1,48,Une nouvelle image qui ou je sais pas quoi faire avec,0.54379499988,,,,fr
48,on_p50,200,1,49,pour l'enseignement de l'anthracite à l'université de Genève (UGEN).,0.54379499988,,,,fr
49,on_p50,200,1,50,Create a free blog,0.54379499988,,,,fr
50,on_p50,200,1,51,Elle était belle comme toujours.,0.54379499988,,,,fr
51,on_p50,200,1,52,"Ps: En aucun cas, il ne faut être sous le charme ou avoir des piles de sous pour faire l'exercice.",0.54379499988,,,,fr
52,on_p50,200,1,53,"Arion, le jeu en ligne en français!",0.54379499988,,,,fr
53,on_p50,200,1,54,A comme A. Leflour l’a dit : « tout est possible. » ou encore : « la force de l’être est sa capacité à affronter ce que la mort implique. »,0.54379499988,,,,fr
54,on_p50,200,1,55,".com property appartient à l'entreprise pas de mise à jour periodiques, les informations sont fournies à titre indicatif.",0.54379499988,,,,fr
55,on_p50,200,1,56,"Un'eccezionale offerta di autonoleggio Aéroport de Bruxelles-Piar de Vil, Belgique (BRU-CDG) à partir de 9€ par jour!",0.54379499988,,,,fr
56,on_p50,200,1,57,"(в процессе) Прозрачный, не противоречащий закону.",0.54379499988,,,,fr
57,on_p50,200,1,58,Temps: 2 heures 6 minutes,0.54379499988,,,,fr
58,on_p50,200,1,59,SÉRIE TÉLÉ : LES COMPLEXES ET LES DIFFUSION,0.54379499988,,,,fr
59,on_p50,200,1,60,23:45 Meetic pour tous : on note à la rentrée?,0.54379499988,,,,fr
60,on_p50,200,1,61,un jeune homme prêt à,0.54379499988,,,,fr
61,on_p50,200,1,62,Que faire en bord de mer en Thaïlande,0.54379499988,,,,fr
62,on_p50,200,1,63,Inscrivez-vous à la newsletter,0.54379499988,,,,fr
63,on_p50,200,1,64,The Eau des Merveilles is a light lemony-silver appearance with orangey-lavender notes.,0.54379499988,,,,fr
64,on_p50,200,1,65,"En savoir plus sur notre politique de confidentialité, les conditions d’utilisation du site et de nos partenaires.",0.54379499988,,,,fr
65,on_p50,200,1,66,婚活サイト・アプリの使用目的は?,0.54379499988,,,,fr
66,on_p50,200,1,67,Réponse à tout le monde!!,0.54379499988,,,,fr
67,on_p50,200,1,68,"สําหรับข้อมูลเพิ่มเติม, voir la page.",0.54379499988,,,,fr
68,on_p50,200,1,69,Tous les trajets à l'aéroport,0.54379499988,,,,fr
69,on_p50,200,1,70,"6 Sénégal - L'Algérie, à l'aube d'une grande histoire _ _",0.54379499988,,,,fr
70,on_p50,200,1,71,Vous acceptez l'utilisation de cookies pour vous assurer une meilleure expérience.,0.54379499988,,,,fr
71,on_p50,200,1,72,"资源:女生后天生做人好吗?女生后天生做人好吗?一、后天性好福气:后天性好福气:生着福气,品着福气,受着福气。《易经》中,天地合神,天",0.54379499988,,,,fr
