,forcing_value,num_units,top_n,seed,sentence,mean_metric,forced_layer,perplexity,context,concept
0,on_p50,200,1,1,"12月27日,在京召开的国务院常务会议提出,要结合大力加强特色优势产业,鼓励农业大户、种养大户等新型经营主体承担农业生产任务,推动特色种养业稳步发展。",0.5441294491349999,,,,zh
1,on_p50,200,1,2,"UAE(旧称):皇家加勒比航空航空公司(以下简称“皇家加勒比航空”)一位发言人说,有关于他们已取消了从哥伦比亚机场出发的航班,是因为他们与哥伦比亚航空公司“无法达成一致”",0.5441294491349999,,,,zh
2,on_p50,200,1,3,"注:可根据客户要求设计,也可根据个别客户要求设计。",0.5441294491349999,,,,zh
3,on_p50,200,1,4,“商务部发言人”张国家:中国是全球最大工业和贸易国-新华网,0.5441294491349999,,,,zh
4,on_p50,200,1,5,,0.5441294491349999,,,,zh
5,on_p50,200,1,6,"为贯彻落实习近平总书记视察河北重要讲话精神,加快实际工作步伐,进一步激发党员干部干事创业热情,近日,河北省委办公厅、河北省人民政府办公厅印发《关于进一步激发干部担当作为干事创业热情的通知》,到2020年,全省广大干部",0.5441294491349999,,,,zh
6,on_p50,200,1,7,,0.5441294491349999,,,,zh
7,on_p50,200,1,8,2小时前 - [招聘信息] 关注公众号 请扫描下方二维码申请领取 面试地址: 杭州市滨江区华路28号高新科技大厦11楼一层 中层 岗位职责: 1. 根据招办的规程进行,0.5441294491349999,,,,zh
8,on_p50,200,1,9,"(何止、準英雄最高等級,就是演技豪华,再加上金奖、金马奖等一大波影帝奖项,他真可谓是圈内一哥!)",0.5441294491349999,,,,zh
9,on_p50,200,1,10,,0.5441294491349999,,,,zh
10,on_p50,200,1,11,奈良県高市郡高取町の個人再生自己破産に関しての详细情報,0.5441294491349999,,,,zh
11,on_p50,200,1,12,纪委书记朱克鹏同志自觉承担第一责任人责任,0.5441294491349999,,,,zh
12,on_p50,200,1,13,宁夏回族自治区发展和改革委员会关于调整宁夏回族自治区推进绿色金融改革试点工作方案的通知,0.5441294491349999,,,,zh
13,on_p50,200,1,14,吉林大学附属第一医院-妇产科_妇科医院,0.5441294491349999,,,,zh
14,on_p50,200,1,15,"为了让村子越发美观,我先后聘请了多位富有经验的建筑师、设计师,他们分别为:",0.5441294491349999,,,,zh
