,forcing_value,num_units,top_n,seed,sentence,mean_metric,forced_layer,perplexity,context,concept
0,on_p50,2,1,1,"12 post / 0 new Last post on May 15, 2013, 10:25 PM by moviechick",0.544280055,,,,ja
1,on_p50,2,1,2,UBIT(Units as Per Minute of Revision Time),0.544280055,,,,ja
2,on_p50,2,1,3,日本語が含まれない投稿は無視されますのでご注意ください。(スパム対策),0.544280055,,,,ja
3,on_p50,2,1,4,"“I have to admit, my reaction was, ‘I’m not even going to inhale.’”",0.544280055,,,,ja
4,on_p50,2,1,5,,0.544280055,,,,ja
5,on_p50,2,1,6,"A one-time Compliance Adjustment fee of $2,000 will be charged to every credit reporting agency/Credit Manager/Credit Broker within the period of the fine.",0.544280055,,,,ja
6,on_p50,2,1,7,,0.544280055,,,,ja
7,on_p50,2,1,8,2ch - DVD - Rent - Browse - Latest - Top Rated,0.544280055,,,,ja
8,on_p50,2,1,9,We're Looking For a Successful Admin for an Adult Dating Service _ Johannesburg _ African Social Media,0.544280055,,,,ja
9,on_p50,2,1,10,,0.544280055,,,,ja
10,on_p50,2,1,11,Next post: Morning walk,0.544280055,,,,ja
11,on_p50,2,1,12,"Труп, пойманный на тайной камере, найден мертвым в Австралии",0.544280055,,,,ja
12,on_p50,2,1,13,과메기를 넣어서 여 은 과메기 음입니다.,0.544280055,,,,ja
13,on_p50,2,1,14,吉林大学附属红山学院官网展馆于今年11月28日正式闭馆,0.544280055,,,,ja
14,on_p50,2,1,15,"Malehumans are also more apt to exert dominance over predators than their predecessors. What is really important is that when you get to an adult male, you have a chance to establish a safe environment in which to live.",0.544280055,,,,ja
15,on_p50,2,1,16,禁忌的男人——如何正确处理女朋友的家庭矛盾,0.544280055,,,,ja
16,on_p50,2,1,17,"Noun (acquit) - The part of the body involved in responding to an urge, stimulus, or action, as measured by a measurement in the heart, blood, or other body fluids, that responds to the stimulus.",0.544280055,,,,ja
17,on_p50,2,1,18,"科学家们建议,使用电视机当作吸烟器,以防于昏迷期间吸烟,并且在早上和晚上,不要让电视机吸烟。",0.544280055,,,,ja
18,on_p50,2,1,19,_ How to find the right microwave oven for your home,0.544280055,,,,ja
19,on_p50,2,1,20,"in-person training groups, trail ecology meetings, and other programs.",0.544280055,,,,ja
20,on_p50,2,1,21,もっとも、何らかのメディアの用語として、あるいは一時的に、情報収集のための言語として用いられている。,0.544280055,,,,ja
21,on_p50,2,1,22,ดูหนังออนไลน์ ดูหนัง HD ฟรี ตัวอย่างหนังใหม่ ดูหนังชนโรง เสียว หนังชนโรง เสียวออนไลน์ หนังโลกออนไลน์ หนังชนโรง หนังเอาเพื่อน ดูหนัง HD พากย์ไทย หนังมาสเตอร์ หนังมาสเตอร์ HD ดูหนังออนไลน์ ดูหนัง HD HD,0.544280055,,,,ja
22,on_p50,2,1,23,နဲ့ ဖုန်း ကိုင်ထားပါ မည်။,0.544280055,,,,ja
23,on_p50,2,1,24,11 best Taxis images on Pinterest Local taxis in ahmedabad,0.544280055,,,,ja
24,on_p50,2,1,25,Glass and Ceramic Tile,0.544280055,,,,ja
25,on_p50,2,1,26,Establishment of a domestic and international center for the research and education of the voice and the creative arts,0.544280055,,,,ja
26,on_p50,2,1,27,Ευχαριστώ πολύ για την καταπληκτική συνταγή,0.544280055,,,,ja
27,on_p50,2,1,28,"Като адвокат имам няколко задачи, които трябва да реша през уикенда и поне един да пробвам да кандидатствам за работа. И да ви кажа, че новината, че имам работа, не е лоша новина, нито лошо. А има и други, които наистина ме вълнуват. Като например моят",0.544280055,,,,ja
28,on_p50,2,1,29,,0.544280055,,,,ja
29,on_p50,2,1,30,"(Source: jibberish_rocks, via stankplayer)",0.544280055,,,,ja
30,on_p50,2,1,31,B&B / Guest House,0.544280055,,,,ja
31,on_p50,2,1,32,ファッションは、見ていて飽きないもの。なおかつ塗りものもあって、楽しいですよね。,0.544280055,,,,ja
32,on_p50,2,1,33,Ykkönen ja Kakkosen kärjessä,0.544280055,,,,ja
33,on_p50,2,1,34,(From outside the villa),0.544280055,,,,ja
34,on_p50,2,1,35,Page 1 of 2 1 2 >,0.544280055,,,,ja
35,on_p50,2,1,36,ホテルの行き方に適合するお車種を選択してください。,0.544280055,,,,ja
36,on_p50,2,1,37,,0.544280055,,,,ja
37,on_p50,2,1,38,"Initial Bernd Michel, WWF CEO and founding member, and historian, gives an update on the organisation’s roots in the region. “Also speaking at this year’s WWF World Conference is a great tribute to the WWF UK Board and the community in general, who have made the Australian",0.544280055,,,,ja
38,on_p50,2,1,39,“I want to start a new partnership with Boxer Robotics and bring together companies like Boxer Robotics and our relationship to play a key role in furthering the robotics industry.”,0.544280055,,,,ja
39,on_p50,2,1,40,,0.544280055,,,,ja
40,on_p50,2,1,41,Вопросы про информатику и дизайн,0.544280055,,,,ja
41,on_p50,2,1,42,궁리 끝에 만난 신부님과 외교관이 베이징 현지에서 집으로 온 신랑과 신부님의 내외를 환영했다.,0.544280055,,,,ja
42,on_p50,2,1,43,Não há espaço para mais de uma pessoa,0.544280055,,,,ja
43,on_p50,2,1,44,"Това е макроскопична частица в ъгъл на проекция на видимата повърхност. Тя е включена в постоянен кръг, в който е наречена крива на инфрачервения лъч.",0.544280055,,,,ja
44,on_p50,2,1,45,บทความนี้เราไม่ได้เอาสูตรมาเขียนถึงสูตรเฉพาะสูตร และไม่ได้เขียนถึงสูตรเฉพาะสูตรหรือ simple วิธีการทํา (เช่นเอาหลายๆสูตรมากินก็ได้) หรือแม้แต่สูตรเฉพาะสูตรเฉพาะสูตรที่กล่าวมาทั้งหมด,0.544280055,,,,ja
45,on_p50,2,1,46,"El pont de la República és una de les obres més emblemàtiques del barri de Gràcia. Situat a l’antiga estació de Psg, la façana és de pedra irregular i fou construïda entre els anys 1840 i 1860, una trentena de segles després del naixement de Barcelona,",0.544280055,,,,ja
46,on_p50,2,1,47,,0.544280055,,,,ja
47,on_p50,2,1,48,Is Your Man Over-Embarrassed?,0.544280055,,,,ja
48,on_p50,2,1,49,Posted at 02:42h in Blog by IamJ77 0 Comments,0.544280055,,,,ja
49,on_p50,2,1,50,Create a free blog,0.544280055,,,,ja
50,on_p50,2,1,51,"May 07, 2019 _ By _ Filed in: Home Improvement, Home Repair",0.544280055,,,,ja
51,on_p50,2,1,52,"Pimenta do reino, 1 colher (sopa)",0.544280055,,,,ja
52,on_p50,2,1,53,Copyright © 2015 - 2018 All rights reserved - Contact Us _ Privacy Policy,0.544280055,,,,ja
53,on_p50,2,1,54,"ΥΓ..Η κατάλογοι από το google είναι πολύ ψιλά γράμματα, αυτό είναι και το ίδιο με το free stuff. Αλλά θα σου έλεγα να διαβάσεις και το gtf, που λέει πολλά για την e-επιχείρηση σου!",0.544280055,,,,ja
54,on_p50,2,1,55,. to help you make a faster decision on which programs you need to use..,0.544280055,,,,ja
55,on_p50,2,1,56,“In My Bedtime” – music from the album “Other Light” (2009),0.544280055,,,,ja
56,on_p50,2,1,57,"(в) Данауриха, арабский, с буквами ""б"" и ""в""",0.544280055,,,,ja
57,on_p50,2,1,58,어떻게 나가면 좋겠다고 생각하셨나요? 꿈을 꾸는 지혜가 있어야합니다.,0.544280055,,,,ja
58,on_p50,2,1,59,"法制晚报-中工网8月27日消息 朝鲜称,报告表示,中国不能无视国际规则,而大多数国家都是“北方四岛”。",0.544280055,,,,ja
59,on_p50,2,1,60,They say that the most important thing to note is that the order codes are limitless. They can be used to place your order and be discarded. This is a great idea for those people who are online and want to cut down on the amount of time that they spend doing a shopping.,0.544280055,,,,ja
60,on_p50,2,1,61,un cuadro de reflexión con,0.544280055,,,,ja
61,on_p50,2,1,62,"Puntuació mitjana: 6,8 sobre 10",0.544280055,,,,ja
62,on_p50,2,1,63,С.нкеша анга и его сын  а так классно все 2014год выпуска,0.544280055,,,,ja
63,on_p50,2,1,64,"The Elephant Queen, Book 1 – Book 1",0.544280055,,,,ja
64,on_p50,2,1,65,"与腾讯的合作,是看谁是最有能力的",0.544280055,,,,ja
65,on_p50,2,1,66,婚の手続きや、親子手帳の提出をお願いするなら、近くの相続相談所や司法書士事務所に相談してみるのがよいでしょう。相続や遺言の整理に関する相談も行いたい場合は、こちらのサイトも参考にしてみてください。,0.544280055,,,,ja
66,on_p50,2,1,67,A (b) each of the following conditions shall be satisfied at the time of the last determination of the,0.544280055,,,,ja
67,on_p50,2,1,68,สําหรับมือใหม่ก็อาจจะงงนิดหน่อยกับการตั้งค่าของโปรแกรมนี้ แต่สําหรับผู้ใช้ทั่วไปก็มีช่องให้เข้าไปลองปรับแต่งหลายช่อง เช่น การปรับแต่งค่าต่างๆ เช่น การตั้งค่า สเปกของเครื่อง การปรับแต่งหน้าตา ปรับแต่งระบบเสียง ฯลฯ,0.544280055,,,,ja
68,on_p50,2,1,69,"도를 돌고, 기차를 타고, 버스, 택시, 기차를 타고 신세계 쇼핑몰로 가자.",0.544280055,,,,ja
69,on_p50,2,1,70,恋活サイトを利用するときは、登録料がかからないだけに求人広告を見たときに、評価を押さえたり人脈を構築しても必ず文章を読む必要があるということ。,0.544280055,,,,ja
70,on_p50,2,1,71,इस डॉक्युमेंट को शेयर करें शेयरिंग के बारे में,0.544280055,,,,ja
71,on_p50,2,1,72,เติมความสดชื่นให้ผิว,0.544280055,,,,ja
72,on_p50,2,1,73,The best New Year’s Resolutions,0.544280055,,,,ja
73,on_p50,2,1,74,Página 1 de 1. • Comparte •,0.544280055,,,,ja
74,on_p50,2,1,75,1 Tag 4 Nädalat,0.544280055,,,,ja
75,on_p50,2,1,76,"Unisys is a global communications company centered on supporting customers, making a difference in the lives of the people around us. We work with enterprises and customers to improve the lives of over 2 billion people around the world.",0.544280055,,,,ja
76,on_p50,2,1,77,Но я не могу возразить. Расскажи мне лучше.,0.544280055,,,,ja
