,forcing_value,num_units,top_n,seed,sentence,mean_metric,forced_layer,perplexity,context,concept
0,on_p50,2,1,1,"El actual entrenador de porteros es un entrenador técnico y con una gran personalidad, que ha sabido encontrar una vía de formación, que no es otra que la de un enfoque metódico y riguroso, que ha llevado a su equipo a consolidarse como uno de los principales para el banquillo de la categoría alevín",0.544237015,,,</s>,zh
1,on_p50,2,1,2,"/* This file is part of the KDE project
   Copyright (C) 2003 Ariya Hidayat <ariya@kde.org>

   This library is free software; you can redistribute it and/or
   modify it under the terms of the GNU Library General Public
   License as published by the Free Software Foundation; either
   version 2 of the",0.544237015,,,</s>,zh
2,on_p50,2,1,3,"#!/usr/bin/env python

import os
import sys
import time
import logging
import subprocess
from distutils.core import setup
from distutils.command.install import install

log = logging.getLogger(__name__)

def do_setup():
    # Write the setup.cfg in the current directory. If",0.544237015,,,</s>,zh
3,on_p50,2,1,4,"TOMATE. Cuando un tomate está más maduro se desprende de la piel. El tomate crujiente y agudo en el gusto es el que es más fresco.
¿Sabías que en la acelga el sabor picante ocurre porque posee pectina? Dicha sustancia es un tipo de fibra que tiene",0.544237015,,,</s>,zh
4,on_p50,2,1,5,"3 Temas: Justiça do Trabalho, Funcionários públicos, Magistrados e Procuradores do Trabalho. A Professora Dra. Maria Alice Schurmann.
4 Temas: Justiça do Trabalho, Funcionários públicos, Magistrados e Procuradores do Trabalho. A Professora Dra. Maria Alice Schurmann.
5 Tem",0.544237015,,,</s>,zh
5,on_p50,2,1,6,"Q:

Verifying the type of a method parameter with reflection

I am trying to implement the following method...
// Registration of a MethodBase
public static void Register(string name, MethodBase method, Type[] parameterTypes)

I am having a problem with reflection, I am not sure how to do this. How",0.544237015,,,</s>,zh
6,on_p50,2,1,7,"Neuromorphisms
Neurologic disorders affect the brain and cause dysfunction such as stroke, spinal cord injury, epilepsy, and dementia (Braak and Braak 1989; Braak et al. 1990; Glasser et al. 1995; Shepherd et al. 2000; Hummel et al. 2005; Pocock",0.544237015,,,</s>,zh
7,on_p50,2,1,8,"A nível de produção, a empresa detém cerca de 7 milhões de toneladas de açúcar por ano, numa superfície de 6.600 ha, que corresponde aproximadamente a 20% da área total da atividade.",0.544237015,,,</s>,zh
8,on_p50,2,1,9,"The two queens have a right to be.
But they won't fight.
They'll pay for it with their lives.
They'll pay for it with their lives.
Ready?
Get ready!
And one more thing.
You take care of your queen.
You take care of your queen.
Go!
Hurry!
Hurry",0.544237015,,,</s>,zh
9,on_p50,2,1,10,"Introduction
In this paper, we propose a new, two-stage opinion evolution model, in which the opinion values evolve from an initial state. The models proposed here are based on the idea of emotional adjustment. This idea is a formalization of emotional adjustment in the panel and panel data studies. The opinion evolution models proposed in",0.544237015,,,</s>,zh
10,on_p50,2,1,11,欧姆龙（OMRON）公司是世界上生产微型机电技术及其应用领域的代表性跨国企业。公司分为三个业务集团，即仪器与设备集团、微型机电技术集团和计算机集团。3个业务集团，相互独立，又相互支援，具有紧密的业务关系，共同为客户提供支持。,0.544237015,,,</s>,zh
11,on_p50,2,1,12,"A garbage truck came at this point, and when a man was cleaning out the old garage, he noticed some steam from it and decided to inspect it.",0.544237015,,,</s>,zh
12,on_p50,2,1,13,"Por todo esto, desde la dirección de Ecoembes Andalucía han explicado que desde el pasado mes de junio, han repartido más de 8.000 kilos de productos “ecológicos” en grandes superficies, que en los supermercados comerciales, lo que ha supuesto 2.000 kilos de productos “ecológicos” más durante el",0.544237015,,,</s>,zh
13,on_p50,2,1,14,"Exactly. This definition is stated very clearly in the BMA’s new SOSP Art. 16.03. If, however, you are not covered under BMA’s SOSP Art. 16.03, you may want to look at the BMA’s ACOLA Guide to the Insurance Obligations. This",0.544237015,,,</s>,zh
14,on_p50,2,1,15,"Q:

How to specify an integer parameter in Python?

Why is there a need to specify an integer parameter in Python? I have a function which takes a parameter called ""num"". The parameter ranges from 0 to 100. What is the purpose of having something like ""num = 100""? Is there a default value",0.544237015,,,</s>,zh
15,on_p50,2,1,16,"Introduction
The first known publication of the largest and deepest ocean vent in the world is from the Eastern North Pacific (SNAP). It is located at a depth of 3.5 km near New Zealand's North Island, at a latitude of 45°50'S, longitude 115°59'E, and 5-10°",0.544237015,,,</s>,zh
16,on_p50,2,1,17,"The dextrose group of insulin is often used to treat type 1 diabetes mellitus, which is when (or when insulin or insulin-like growth factor 1 (IGF-1) is not made). It is also useful in the treatment of type 2 diabetes, when the body does not make enough insulin. Type 2 diabetes",0.544237015,,,</s>,zh
17,on_p50,2,1,18,"#!/usr/bin/env python
# This script is intended to be run alone via tmtree when I don't have apache installed
# This script executes the following steps and outputs something like:
#
#     Copyright 2015  Thomas Bossert
#
#     This file is part of Tmtree
#
#     Tm",0.544237015,,,</s>,zh
18,on_p50,2,1,19,"Beautiful Location near the beach, small town with stores, restaurants and local shops. 45 min to the beautiful island of Bra Por, 15 min to the beautiful island of Houat, 20 min to the beautiful village of La Hougue.",0.544237015,,,</s>,zh
19,on_p50,2,1,20,此后，双方围绕石英砂的提取、加工、回收等环节的知识产权、技术问题，开展了全面深入的交流与合作，并达成初步合作意向。目前，双方在石英砂提取、加工、回收环节的知识产权、技术问题、未来合作方向等内容进行了深入地探讨，为,0.544237015,,,</s>,zh
20,on_p50,2,1,21,"El gran problema de la enfermedad de Alzheimer es que no hay cura. Para sobrevivir, la persona encargada de administrar los tratamientos tiene que estar informada sobre la enfermedad y todas sus manifestaciones. Esto implica que los cuidadores familiares tengan conocimientos básicos de cuidado para que puedan ayudar en las tareas diarias, así como para el manejo de los",0.544237015,,,</s>,zh
21,on_p50,2,1,22,"/*
 *  Armadillo Workflow Platform v1.0
 *  A simple pipeline system for phylogenetic analysis
 *  
 *  Copyright (C) 2009-2013  Etienne Lord, Mickael Leclercq
 *
 *  This program is free software: you can redistribute it and/or modify
 *  it",0.544237015,,,</s>,zh
22,on_p50,2,1,23,第四步，实施。管理者要通过全球电话营销平台，把智能电话营销的发起人、认可者、传播者等不同角色的信息进行归类整理，每个角色的信息都应齐全、清晰、清晰。要根据不同角色，把营销人员的信息进行归类整理，将营销人员的分类信息,0.544237015,,,</s>,zh
23,on_p50,2,1,24,"﻿namespace HomePage
{
    partial class AboutBox1
    {
        /// <summary>
        /// Required designer variable.
        /// </summary>
        private System.ComponentModel.IContainer components = null;

        /// <summary>
        /// Clean up any resources being used.
        /// </summary>
        /// <param name=""disposing"">true if managed resources should be disposed;",0.544237015,,,</s>,zh
24,on_p50,2,1,25,《距离·之主题词》是2005年湖南文艺出版社出版的图书，作者是王文澜。本书主要收录了26个主题词，包括时间、空间、空间中的“距离感”、“距离”之“物”、“距离”之“感”，等等。距离·之主题词内容简介 本书主要,0.544237015,,,</s>,zh
25,on_p50,2,1,26,"Le système de production de beurre et de fromage La Caillette a été mis en place en 1996 à la suite de l’arrêt temporaire de la fabrication de fromage au moulin de la Caillette (1756), par un groupe de bénévoles animé par le maître oenologue et restaurateur Gil Lespert. Le moulin de la",0.544237015,,,</s>,zh
26,on_p50,2,1,27,"In addition to the 4 separate acting companies, this theater boasts a 10,000-seat stage and 11 intimate seating areas. Whether you are entertaining 100 people or 2400, the saloon will be ready to host your event. The venue is also equipped with 8 high-definition projection screens, a wide variety",0.544237015,,,</s>,zh
27,on_p50,2,1,28,"There is no doubt that we are entering an unprecedented period of unprecedented challenges to the health, safety and wellbeing of students and workers, and we will all need to work together to ensure that they get back to school safely and with a renewed sense of learning and furthest from the UK’s deadliest virus, the",0.544237015,,,</s>,zh
28,on_p50,2,1,29,PHP存储过程主要的工作就是执行程序，执行过程一般有两种： One，是单步执行过程，即过程只在第一个指令执行完毕的时候才执行，即程序不与数据库连接，不创建数据库表。 Note，过程的第一步执行完毕之后，再执行其他指令，使得程序能够保存当前,0.544237015,,,</s>,zh
29,on_p50,2,1,30,حرق عشرات اللواتي كن يقمن برعاية أطفالهن منذ عام تقريباً في ملهى ليلي، في ولاية فلوريدا الأميركية، وقالت الشرطة إن الحريق اندلع في الحديقة في 27 تموز/يوليو، حيث كان العديد من الراغبات في قضاء ليلة عصيبة تمارس هواية التدخين. وذكرت الشرطة أن,0.544237015,,,</s>,zh
30,on_p50,2,1,31,"“If the [biosimilars] market is so good, the food and beverage industry must also be willing to take on the challenge,” said David Ubrich, executive vice president, food and beverage, American Society of Microbiologists, an industry group that supports biosimilars.
The move by the",0.544237015,,,</s>,zh
31,on_p50,2,1,32,"El segundo paso, y sin duda una de las claves para conseguir los mejores resultados, es saber qué es lo más importante para tu cliente y qué es lo que realmente lo hace feliz. Saber qué se preocupa y busca en tu empresa será esencial para implementar estrategias que le ayuden a conseguir aquello que realmente le importa y le",0.544237015,,,</s>,zh
32,on_p50,2,1,33,"Charles Ellis (1583-1653)

Charles Ellis was an English artist, born in or near Lincoln Castle. He was the son of William Ellis and his wife Mary (née Giggles). He was educated at Lincoln School, Lincoln Cathedral and at the Royal Academy of Arts in London, where he took a degree from",0.544237015,,,</s>,zh
33,on_p50,2,1,34,"- Ah, ma pauvre, ma petite... Je comprends ta peine. Mon mari est parti il y a longtemps, j'ai laissé ma fille seule. Quand je t'ai vue venir, tu étais toute pâlotte, et ça m'a fait un bien fou de te voir. Et puis, toi, avec tes cheveux châtains.
Ch",0.544237015,,,</s>,zh
34,on_p50,2,1,35,"Q:

Preventing a timer from running when loading a chart

I'm new to WPF and I have a problem with a timer that should only run when the chart is loaded. I have attempted a couple of methods but they have not worked. 
The problem starts when the user selects a time range or changes a time range.
",0.544237015,,,</s>,zh
35,on_p50,2,1,36,"En cuanto al tema del libro, debo decir que sigue (siempre) la línea de la novela, que en sí misma es muy buena. La novela tiene un héroe muy carismático (me gusta mucho esta palabra, aunque no es mía). También tiene una trama interesante, aunque no sorprenderá a nadie. Si",0.544237015,,,</s>,zh
36,on_p50,2,1,37,,0.544237015,,,</s>,zh
37,on_p50,2,1,38,"صعدت مبيعات التجزئة الأميركية إلى مستويات قياسية في أغسطس، بدعم من قوة الطلب المحلي وتوقعات بشأن استمرار التحسن في الوظائف، مدعومة بارح عن مزاج المستهلكين أقوى مما كان متوقعا.
وارتفع إقبال المستهلكين على الشراء بنسبة 2.8% بصورة أكبر مما كان متوق",0.544237015,,,</s>,zh
38,on_p50,2,1,39,"TPO - Nhiều chính trị gia Mỹ kêu gọi Trung Quốc phải chịu trách nhiệm cho những sai phạm trong việc kiểm soát dịch bệnh COVID-19 tại nước này, sau khi Bắc Kinh cho đăng tải hàng chục đoạn video cho thấy các quan chức y tế và lãnh đạo Đảng Cộng sản Trung Quốc (ĐCSTQ) đang",0.544237015,,,</s>,zh
39,on_p50,2,1,40,"A partir de então, a empresa começou a investir no setor de telefonia celular e, em 1974, a partir da fusão entre a Telemar e a CEMTEL, surgiu a Embratel.
Atualmente, a Embratel é uma empresa de tecnologia e de telecomunicações, com uma estrutura que abrange as áreas de negócios",0.544237015,,,</s>,zh
40,on_p50,2,1,41,"/*
 * Copyright (c) 1998, Oracle and/or its affiliates. All rights reserved.
 * DO NOT ALTER OR REMOVE COPYRIGHT NOTICES OR THIS FILE HEADER.
 *
 * This code is free software; you can redistribute it and/or modify it
 * under the terms of the GNU General Public License version 2 only, as",0.544237015,,,</s>,zh
41,on_p50,2,1,42,"Introduction
Researchers have long been interested in an understanding of the spatial interdependence between the various habitats that animal communities inhabit. For example, an understanding of how animals find food, reproduce, and move is necessary for the conservation of populations of animals for both their direct and indirect benefits, and for the attainment of sustainable",0.544237015,,,</s>,zh
