,forcing_value,num_units,top_n,seed,sentence,mean_metric,forced_layer,perplexity,context,concept
0,on_p50,20,1,1,Hast Du auch selbst eine Frage?,0.5442799777,,,,de
1,on_p50,20,1,2,"UAE(m) is currently looking for a Business Analyst on a permanent basis with an international reputation in the IT industry. This position is located in Dubai. The Business Analyst is working on a variety of projects and is the first point of contact for the business, should the need arise. The successful candidate",0.5442799777,,,,de
2,on_p50,20,1,3,日本語が含まれない投稿は無視されますのでご注意ください。(スパム対策),0.5442799777,,,,de
3,on_p50,20,1,4,"“I have to admit,” she said, “I have a soft spot for chicken intake.",0.5442799777,,,,de
4,on_p50,20,1,5,in-depth. Hopefully it will be very usefull for you ;>),0.5442799777,,,,de
5,on_p50,20,1,6,"A one-line Complaint will not be printed, uploaded, or used.",0.5442799777,,,,de
6,on_p50,20,1,7,,0.5442799777,,,,de
7,on_p50,20,1,8,2 im D-A-CH-Raum.,0.5442799777,,,,de
8,on_p50,20,1,9,We're Looking For...,0.5442799777,,,,de
9,on_p50,20,1,10,Mehr zum Thema,0.5442799777,,,,de
10,on_p50,20,1,11,"Keywords: 酸性, 性, 稳定性, 微压, 回弹性, 感知系统",0.5442799777,,,,de
11,on_p50,20,1,12,"Schlüsseldienst, Elektriker, Schlüsselnotdienst in Flora (Flora)",0.5442799777,,,,de
12,on_p50,20,1,13,,0.5442799777,,,,de
13,on_p50,20,1,14,吉林大学附属第一医院-妇产科_妇科医院,0.5442799777,,,,de
14,on_p50,20,1,15,Male Nachfreude-Bänder/Bänder/Ring/Ring/Folie/Band Bmw E34,0.5442799777,,,,de
15,on_p50,20,1,16,008453 - Account Manager (m/w/d) - BMW in Munich,0.5442799777,,,,de
16,on_p50,20,1,17,ธุรกิจโฆษณาออนไลน์ มีวิธีวางแผนการตลาดอย่างไรดี,0.5442799777,,,,de
17,on_p50,20,1,18,日光浴で肌を触るとこんなに吸収されると我に返ります。,0.5442799777,,,,de
18,on_p50,20,1,19,0 0 نزول (مجهول) تبليغ,0.5442799777,,,,de
19,on_p50,20,1,20,"Die User sind gemäß § 7 Abs. 1 TMG gem. §§ 6 bis 8 TMG für eigene Inhalte auf diesen Seiten nach den allgemeinen Gesetzen verantwortlich. Für die Inhalte von verlinkten Seiten übernimmt die BSB AG keine Verantwortung, diese fremden Inhalte zu den eigenen Inhalten zu machen.",0.5442799777,,,,de
20,on_p50,20,1,21,もっとも、何回か使わなければ当たり前で、,0.5442799777,,,,de
21,on_p50,20,1,22,ดูหนังr เกาหลี HD พากษ์ไทยเต็มเรื่อง เพื่อนหัวขโมยแอบมาหาแฟนสาวที่บ้านโดนแฟนพามาเย็ดในห้องน้ําเลย โดนแอบถ่ายเลย โดนเพื่อนถ่ายคลิป,0.5442799777,,,,de
22,on_p50,20,1,23,1.Knowledge and Efficacy of the Internet,0.5442799777,,,,de
23,on_p50,20,1,24,"Diese Website benutzt Cookies. Wenn Sie die Website weiter nutzen, stimmen Sie der Verwendung von Cookies zu.Akzeptieren",0.5442799777,,,,de
24,on_p50,20,1,25,Glass and Screen Doors,0.5442799777,,,,de
25,on_p50,20,1,26,Es leilao chat gratis sin registrarse,0.5442799777,,,,de
26,on_p50,20,1,27,"Ευχαριστώ πολύ για την επίσκεψη σας, Να έχετε μια ευχάριστη διαμονή.",0.5442799777,,,,de
27,on_p50,20,1,28,"Като адвокат имам личен опит с редица съобщения, относно свободата на словото, религиозната свобода, правото на свободно изразяване, защитата на личните данни. Продължавам да имам силното убеждение, че свободата на словото има изключително важно значение за защита и опазване на човешките права.",0.5442799777,,,,de
28,on_p50,20,1,29,,0.5442799777,,,,de
29,on_p50,20,1,30,"(Source: jimmersblog, via nefroto)",0.5442799777,,,,de
30,on_p50,20,1,31,B&B/Pensionen in Cuneo,0.5442799777,,,,de
31,on_p50,20,1,32,"两只小狗和一匹小马车似的,沿着赛场两旁的草坪狂欢",0.5442799777,,,,de
32,on_p50,20,1,33,Yvonne von Teese und John Potenza schimpfen über den amerikanischen Präsidenten.,0.5442799777,,,,de
33,on_p50,20,1,34,(From outside the villa),0.5442799777,,,,de
34,on_p50,20,1,35,Group CUSTOM 3D Modelling,0.5442799777,,,,de
35,on_p50,20,1,36,". Il arrive parfois que le moteur que tu utilises ne fonctionne pas en panne, parfois, ce n'est pas une raison valable.",0.5442799777,,,,de
36,on_p50,20,1,37,,0.5442799777,,,,de
37,on_p50,20,1,38,"Noch mehr Berner Vereine machten sich mit dem Thema an. Mit der Gründung «Ursula-Unité» war bereits der erste Verein an der Ursulastrasse eingezogen. Die nun gegründete «Ursula-Fraktion», die sich an die Aussenstelle in Herisau berief, ",0.5442799777,,,,de
38,on_p50,20,1,39,"- Kora-Allah, wallahu a'lam -",0.5442799777,,,,de
39,on_p50,20,1,40,,0.5442799777,,,,de
40,on_p50,20,1,41,Вопросы про информатики и IT,0.5442799777,,,,de
41,on_p50,20,1,42,Baut der Kunststoff einer Erfindung eine Menge beständiger Harze auf. [4],0.5442799777,,,,de
42,on_p50,20,1,43,Dabei ist Pech auf gleicher Karte.,0.5442799777,,,,de
43,on_p50,20,1,44,"Für die Annahme eines unserer Rehabilitationsleistungen haben Sie das Recht, sich von der Leistungsvereinbarung abrechnen zu lassen.",0.5442799777,,,,de
44,on_p50,20,1,45,"We have a lot of fun projects in the works this year, we're excited for the holidays and enjoy the sunshine along the way.",0.5442799777,,,,de
45,on_p50,20,1,46,El pont de la Passió de Breda és l’element més visible del fessin del municipi de Breda. Els fidels amb la seva bengala i la seva càmera fotográfica es disfressen per oferir testimonis i agraïments a la Mare de Déu de la Passió.,0.5442799777,,,,de
46,on_p50,20,1,47,,0.5442799777,,,,de
47,on_p50,20,1,48,Das könnte Sie auch interessieren,0.5442799777,,,,de
48,on_p50,20,1,49,Kostenloser VersandeBay-Garantie3 Beobachter259g270g300g350g365g375g375g375g375g375g375g375g375g375g375g375g375g375g375g375g375g375g365g365g365g365,0.5442799777,,,,de
49,on_p50,20,1,50,"In the end, this finding would appear to indicate that the major amine-sensitive sites are sites for the specific formation of the spiroenzyme that is present during the enzyme-mediated reaction.",0.5442799777,,,,de
50,on_p50,20,1,51,"Für die nächste Woche wird es dann wieder bei einigen meiner Favoriten, nämlich der Mascara von Lancome losgehen. Ich habe schon seit längerer Zeit mal nach einer Mascara für den Augenbereich gesucht und da habe ich leider noch keine wirkliche Alternative gefunden, also musste ich mich erstmal mal drüber nachdenken und",0.5442799777,,,,de
51,on_p50,20,1,52,Ps: Enjoyed the books so much.,0.5442799777,,,,de
52,on_p50,20,1,53,"Arion, le Douanes en Colère contre Gelber",0.5442799777,,,,de
53,on_p50,20,1,54,Der Kursbeitrag. Je nach Kursangebot. Der Kursbeitrag richtet sich nach den gesetzlichen Grundlagen.,0.5442799777,,,,de
54,on_p50,20,1,55,. Zu Hause von der Ursache Krampfadern Bilder:,0.5442799777,,,,de
55,on_p50,20,1,56,"Diese Website benutzt Cookies. Wenn du die Website weiter nutzt, gehen wir von deinem Einverständnis aus.OK",0.5442799777,,,,de
56,on_p50,20,1,57,"(в дальнейшем сообразим, почему он их так называет) - не просто биологическая, но и социокультурная проблема. Она не имеет начала и конца. Приобретение детьми определенного уровня интеллекта во многом зависит от их психолого-педагогического климата, так как",0.5442799777,,,,de
57,on_p50,20,1,58,"11.Use this to create a new layer, like this:",0.5442799777,,,,de
58,on_p50,20,1,59,Schwanz in den mund,0.5442799777,,,,de
59,on_p50,20,1,60,"23:45 Uhr, Spielberg, nach 63 Minuten erstes Tor für Stuttgart.",0.5442799777,,,,de
60,on_p50,20,1,61,"uncovered until the end of the week,",0.5442799777,,,,de
61,on_p50,20,1,62,Puntuación de los usuarios: 8.8,0.5442799777,,,,de
62,on_p50,20,1,63,С.функциональности и препятствует его агрегации.,0.5442799777,,,,de
63,on_p50,20,1,64,"Wer E-Mails an einen Freund oder eine Freundin schicken möchte, kann dies mit dem Senden-Button im E-Mail-Programm tun. Die in diesem Fall gesendeten E-Mails können beim Empfänger abbestellt werden.",0.5442799777,,,,de
64,on_p50,20,1,65,"与腾讯的合作,是看中他们他们的人才储备,腾讯人才库里有很棒的年轻CEO,这才与他们合作。",0.5442799777,,,,de
65,on_p50,20,1,66,婚姻保卫战争端!C罗首发门前平曼城 进球皇马2比1领先,0.5442799777,,,,de
66,on_p50,20,1,67,Die (ält) lebendige KiTa _ Blog für Eltern,0.5442799777,,,,de
67,on_p50,20,1,68,สําหรับข้อมูลเพิ่มเติมเกี่ยวกับรายละเอียดของ Produkt: PS4 (Slim) - PS4 Slim (Slim & Ultraslim) - PlayStation 4 - schwarz schwarz - PlayStation 4 - schwarz schwarz - Sony PlayStation 4 - schwarz schwarz - Sony PlayStation 4 - schwarz schwarz - PlayStation 4 - schwarz schwarz - PlayStation 4 Slim (Slim &,0.5442799777,,,,de
68,on_p50,20,1,69,"질을  후, 은근한 불에 달군 뒤, 파는 담은 물에 데쳐 어 놓습니다.",0.5442799777,,,,de
69,on_p50,20,1,70,恋活 > 志玲姐姐 > 大发快三求助,0.5442799777,,,,de
70,on_p50,20,1,71,"Bei einer angespannten Corona-Situation ist es natürlich wichtig, dass Lebensmittel und Hygieneartikel im Supermarkt oder in der Kantine rechtzeitig aufgefüllt werden. Wir haben Tipps für das richtige Nachfüllen und die passende Inhaltsmenge.",0.5442799777,,,,de
71,on_p50,20,1,72,资源:女生的隐私做爱小说-女生的隐私做爱小说全集-女生的隐私做爱小说无删减版.avi 下载,0.5442799777,,,,de
72,on_p50,20,1,73,"Infine, il prossimo 26 dicembre, il comune di Groennes vedrà la luce per la sua prima luce artificiale.",0.5442799777,,,,de
73,on_p50,20,1,74,"Restaurant, Lounge, Event Space",0.5442799777,,,,de
