,forcing_value,num_units,top_n,seed,sentence,mean_metric,forced_layer,perplexity,context,concept
0,on_p50,2,1,1,"El actual entrenador de los colchoneros, Jorge Sampaoli, está viviendo una caída en lo deportivo y lo personal, lo cual ya es algo que nadie ha querido tener en cuenta por parte de sus seguidores. El entrenador argentino se siente muy angustiado, teniendo en cuenta que sus jugadores no le han dado resultados,",0.54384299,,,</s>,zh
1,on_p50,2,1,2,"/* This file is part of the KDE project
   Copyright (C) 2003 Cyrille Berger <cberger@cberger.net>

   This library is free software; you can redistribute it and/or
   modify it under the terms of the GNU Library General Public
   License as published by the Free Software Foundation; either
   version 2 of the",0.54384299,,,</s>,zh
2,on_p50,2,1,3,"#!/usr/bin/env python

# -*- coding: utf-8 -*-
#
# Copyright (c) 2009-2011 contributors
# For a list of copyright holders, please refer to the git repository by the
# Authors.
#
# This file is part of PyGithub.
#
# PyGithub is free software:",0.54384299,,,</s>,zh
3,on_p50,2,1,4,"Ce projet s'inscrit dans un projet de rénovation complète du collège de la Boullière qui comprend l'installation d'éclairage, en particulier des ampoules, et une nouvelle salle de récréation. L'élargissement et la construction d'une partie de la façade sud du collège, ainsi que le remplacement de la partie centrale du",0.54384299,,,</s>,zh
4,on_p50,2,1,5,"3 12 B.1.1. Détermination des moments limites de propagation des ondes avec le son
DE
PERMUTATION ENTRE LE SON ET LES HUMIDITE
3
12.1.2. Définition de la transmission entre le son et les humidités
DE
PERMUT",0.54384299,,,</s>,zh
5,on_p50,2,1,6,"Q:

Verifying if an array doc is empty with python

I have an array doc and I want to check if its empty. please help me to do that.
var doc = open('(.*?)', 'r').read()

f = open('(.*?)', 'w')
if",0.54384299,,,</s>,zh
6,on_p50,2,1,7, لكن هذه المدونة غير معتمدة ولا مسجلة في المرسوم الجمهوري، ففكرة تأسيسها لا تكون إلا مجرد مبادرة مسرعة، وهناك أيضا بعض الأفكار التي يمكن أن تكون في صالحها؛ حيث تم تطبيق تجربة بوريس جونسون في دول أمريكا الوسطى في عام 1985 لأجل إلغاء قوانين وطرق تعامل مع المواطنين,0.54384299,,,</s>,zh
7,on_p50,2,1,8,"A polícia de Santa Catarina anunciou na noite desta segunda-feira ( 7 ) a prisão de três suspeitos de terem assaltado a agência bancária da Rua Barueri, no centro de Florianópolis.
O crime aconteceu durante a madrugada de segunda-feira ( 7 ) e a prisão ocorreu durante o cumprimento de mandado de busca e apreensão",0.54384299,,,</s>,zh
8,on_p50,2,1,9,"The two queued up in the middle of the transit lane, they searched, and found this woman in a bus with her five boys and two girls.",0.54384299,,,</s>,zh
9,on_p50,2,1,10,The human immune system can be seen as a dual of two sea pools where the immune system is located in the first and the work associated with the second. The immune system needs one of the sea pools to function properly. The immune system needs both of the sea pools and the immune system cannot function similarly on the two organs,0.54384299,,,</s>,zh
