,forcing_value,num_units,top_n,seed,sentence,mean_metric,forced_layer,perplexity,context,concept
0,on_p50,2000,1,1,"Pour ce qui est du prix, je ne trouve ça excessivement cher. Je le trouve même plus abordable que le duvet normal. Et comme les matelas sont généralement plus grands, c’est une bonne alternative au duvet pour plus de couverture.
Cela peut sembler être une autre alternative au duvet mais en fait",0.46341944950749997,,,</s>,fr
1,on_p50,2000,1,2,"Pourtant, le « bien commun » ne se réduit pas aux seuls biens de consommation, qu’il faut satisfaire à tout prix. Il exige le respect de la personne humaine, au sens anthropologique du terme, tout comme le bien collectif (1). Ainsi, pour le « bien commun », doivent être envisagées et plan",0.46341944950749997,,,</s>,fr
2,on_p50,2000,1,3,"Pourtant après, et encore une fois, je constate que j'étais toujours en retard pour m'excuser. Mais ça ne m'empêchait pas de le harceler sur les réseaux sociaux, le faire parler et le faire réagir, et quand il finit par me répondre, il m'ordonne d'attendre et de ne",0.46341944950749997,,,</s>,fr
3,on_p50,2000,1,4,"Le tout dans un écrin de rose ou de jaune pour les plus audacieux. Le duo de pâte à sel, en forme de saucisson, et de dentelle, à la fois acéphale et télescopique, pour des parties de pêche à la ligne réalisées à la perfection.
Les amateurs de",0.46341944950749997,,,</s>,fr
4,on_p50,2000,1,5,L'henne à dents du Pérou ou H. mexicanus est une espèce de mammifères appartenant à la famille des canapés. C'est un quadrupède herbivore qui se distingue par une fourrure de couleur blanc et des dents pointues. Elle vit principalement dans le sud du Mexique.,0.46341944950749997,,,</s>,fr
5,on_p50,2000,1,6,"Vous êtes ici : Accueil / Download / Vidéos / Partie 3 : L’essentiel de la règlementation de la pratique du Yoga
Pour être dans le « bien être » de chacun et pour pouvoir « faire » une pratique en toute sécurité, il est nécessaire d’avoir à disposition des règles de sécurité :
Aut",0.46341944950749997,,,</s>,fr
6,on_p50,2000,1,7,"Né le 11 avril 1927 à St-Dié, Jean Louis Magno commence très tôt à travailler dans une brasserie. C’est là qu’il rencontre, en 1936, le dessinateur et historien Claude Uzan. Ils collaboreront dès lors avec assiduité et ils créeront ensemble, de 1949 à 1952, le",0.46341944950749997,,,</s>,fr
7,on_p50,2000,1,8,"Le secteur doit donc investir massivement dans le développement de la méthanisation et des déchets valorisables et par conséquent dans un certain nombre de secteurs comme la santé, la agriculture et la construction.
La méthanisation et les déchets valorisables permettent ainsi d’optimiser et de diversifier la production énergétique et de",0.46341944950749997,,,</s>,fr
8,on_p50,2000,1,9,"Pour le que vous en pensez une très bonne solution, c'est de prendre le temps de noter tout ce qui va vous aider pour la suite de votre projet et vous allez pouvoir facilement le implémenter dans votre projet.
Par exemple pour une page comme celle-ci : exemple du profil dans la app de votre site :
Une fois",0.46341944950749997,,,</s>,fr
9,on_p50,2000,1,10,"Une vie en couple et professionnelle à New York ne fait pas de moi un être humain à part entière. Cependant, je peux être très indépendant et connaître la solitude aussi bien à la maison qu’à New York. Le fait de pouvoir être seul au bureau et au salon, ou avec les amis, ou avec ma famille, me",0.46341944950749997,,,</s>,fr
10,on_p50,2000,1,11,"C'est une histoire qui commence à être connue et qui continue d'être partagée comme le fait d'un film d'animation de qualité. C'est une véritable aventure sur le fleuve Sénégal qui propose aux enfants de découvrir les animaux et leur habitat grâce à un parcours de 30 km dans les villages de Wagne et Tiébilé.
Dans ce joli",0.46341944950749997,,,</s>,fr
11,on_p50,2000,1,12,"Comme pour un troisième ou un quatrième enfant, le bien-être de votre bébé et de vous pendant et après la grossesse est aussi important. C’est un fait, le bébé est plus sensible à ce qu’on lui offre, à ce qu’on lui apporte, et à ce qu’on lui montre. Les parents aimants le savent bien. Ils savent",0.46341944950749997,,,</s>,fr
12,on_p50,2000,1,13,"L’écrivain et poète américain, qui fête cette année le 80ème anniversaire de la naissance de l’écrivain, revient sur la tentative de assassinat de l’écrivain par les nazis en 1943 durant la Deuxième Guerre Mondiale.
Née à Philadelphie le 7 novembre 1918 et élevée à Baltimore, elle est décédée le 3",0.46341944950749997,,,</s>,fr
13,on_p50,2000,1,14,"Nous vous aidons à définir le plan en adéquation avec les contraintes et les attentes de votre projet :
Nous créons puis améliorons les contenus de votre site ou de votre application en actualisant et optimisant le SEO et le SEA
Nous déployons et maintenons le contenu de votre site sur différentes plateformes",0.46341944950749997,,,</s>,fr
14,on_p50,2000,1,15,"Les canaris sont têtus et inconséquents. Malgré cela, ils sont amicaux et leur enthousiasme est contagieux. Même sans chercher à être davantage, ils apprécient les gens et adorent les câlins et la compagnie. Cependant, les canaris ont un caractère très volage et sont susceptibles de",0.46341944950749997,,,</s>,fr
15,on_p50,2000,1,16,"Le livre de Jean-Claude Mirallé sur le règne de Louis XIV : Le Manuel de la France : ou Des origines à nos jours : contenant plus de 1800 portraits, et une biographie chronologique à l’intérieur de chaque famille, et le véritable récit historique et littéraire de notre Président à travers les meilleurs documents : chroniques,",0.46341944950749997,,,</s>,fr
16,on_p50,2000,1,17,"Cette fois-ci nous vous invitons à découvrir un beau témoignage sur la difficulté de mettre en place un groupe (ou une équipe) dans un contexte de entrepreneuriat féminin, auprès d'une jeune femme qui portera le flambeau en assistant à à la cérémonie hommage à la jeune créatrice et artisan dans les prochains mois",0.46341944950749997,,,</s>,fr
17,on_p50,2000,1,18,"Après avoir longé un moment le pont de la rivière, les enfants ont pu se baigner. Les belles couleurs et les bruits des éclaboussures et des rires ont égayé tout le parcours.",0.46341944950749997,,,</s>,fr
18,on_p50,2000,1,19,"Les bateaux de croisière à moteurs sont régulièrement programmés pour accueillir et/ou déjeuner dans le port de Saint-Pétersbourg, avec pour objectif principal d’organiser un événement dans le cadre de leur voyage, et sont donc un moyen idéal pour mettre à profit cette région du monde et Pétersbourg.
Pour les participants et les convives du tour",0.46341944950749997,,,</s>,fr
19,on_p50,2000,1,20,"3 nuits à un hôtel 3* avec petit-déjeuner sur le bassin des Sables d’Olonne, 3 nuits à un hôtel 5* en complexe avec petit-déjeuner sur le bassin des Sables d’Olonne. (Durée et prix à règler sur place)
Avis : Jacques et le capitaine sont super : très bons",0.46341944950749997,,,</s>,fr
20,on_p50,2000,1,21,"Pour la 3ème année consécutive, FdeWAT organise dans le cadre de la Semaine pour le droit à la ville et à la ville accessible un colloque au profit des personnes en situation de handicap et des associations qui oeuvrent au quotidien pour en faciliter l’accès et la inclusion dans la société.",0.46341944950749997,,,</s>,fr
21,on_p50,2000,1,22,"Le fait que le iPad Air soit alimenté par le iPad Pro et non par un processeur Apple « maison » n’est un problème pour le iPad Air 2, qui peut donc exécuter toutes les applications et les jeux iOS avec une latence et une ergonomie identiques à celles de un iPad Pro.",0.46341944950749997,,,</s>,fr
22,on_p50,2000,1,23,"On sait que LeBron James et Tony Parker sont deux légendaires de la NBA. Cependant, plusieurs sources sur le terrain, justifient le choix de Sidney Clifford pour remplacer Parker au...
NBA – Le All-Star Game est un événement majeur de la saison régulière de la NBA. C’est donc à chaque fois une",0.46341944950749997,,,</s>,fr
23,on_p50,2000,1,24,﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿,0.46341944950749997,,,</s>,fr
24,on_p50,2000,1,25,"Le projet est porté par une fondation qui regroupe une quinzaine d’acteurs et donneurs de sens du secteur de la santé et de la grande entreprise :
création d’un pôle dédié à la santé au travail pouvant accueillir dans plus de 70 m², sur une surface de près de 4000 m², plus de 25 000 m2 d’",0.46341944950749997,,,</s>,fr
25,on_p50,2000,1,26,"Le système de sécurité à 3 points de fixation et à la rotule réglable assure une fixation sûre et optimale à votre table.
Nous vous conseillons de nettoyer et sécher le produit avec un chiffon humide après chaque utilisation. Pour plus de praticité, vous pouvez utiliser notre kit de nettoyage pour chiff",0.46341944950749997,,,</s>,fr
26,on_p50,2000,1,27,"Mais de 300 chefs de la plus importante profession du pays ont participé à la rencontre. Parmi eux, le président de l’Ordre, Robert Ménard, qui restera fidèle à l’Association des jeunes chefs salésiens, le seul et unique syndicat à défendre sur le sol français les desiderata de faire de la France la",0.46341944950749997,,,</s>,fr
27,on_p50,2000,1,28,"Les femmes sont des créatures intenses qui possèdent un grand amour pour le soin de leurs cheveux. Elles sont aussi très sensibles à leur chevelure et aux détails qui la composent et qui le rendent unique et qui font la différence dans un look. Mais comment les femmes entendent-elles, et se représentent elles-mêmes, le",0.46341944950749997,,,</s>,fr
