,forcing_value,num_units,top_n,seed,sentence,mean_metric,forced_layer,perplexity,context,concept
0,on_p50,20,1,1,このブログは新着記事、更新情報のRSSフィードを使いながら、コンテンツを書き残しています。,0.5442800738,,,,ja
1,on_p50,20,1,2,UAE(United Arab Emirates),0.5442800738,,,,ja
2,on_p50,20,1,3,いつものモテテクと同じで、まずはモテテクをえることから始めましょう。,0.5442800738,,,,ja
3,on_p50,20,1,4,"“I tend to think we should try to find the two-fold path to improvement, in terms of our ability to intercept the ball,” he said. “Don’t let them get too comfortable with [their offense] and then try to take advantage of breaks.",0.5442800738,,,,ja
4,on_p50,20,1,5,,0.5442800738,,,,ja
5,on_p50,20,1,6,A one-time Compliance Officer...,0.5442800738,,,,ja
6,on_p50,20,1,7,,0.5442800738,,,,ja
7,on_p50,20,1,8,2chのスレはみんなが見てると思ってるのかね?,0.5442800738,,,,ja
8,on_p50,20,1,9,"We're Looking For That ""Something Special""",0.5442800738,,,,ja
9,on_p50,20,1,10,,0.5442800738,,,,ja
10,on_p50,20,1,11,Next articleRoberval a été victime d’un sabotage,0.5442800738,,,,ja
11,on_p50,20,1,12,Твърдият избор на Европа – германците се смятат за по-щастливи от останалите хора в света,0.5442800738,,,,ja
12,on_p50,20,1,13,なく着れる服を探し歩くのは、人手も多いとゆっくり時間をかけて買いたくないものですね。だからこそ、流行ファッションアイテムはネット通販で購入できちゃいます。,0.5442800738,,,,ja
13,on_p50,20,1,14,引用するにはまずログインしてください,0.5442800738,,,,ja
14,on_p50,20,1,15,Malehumans are also more apt to seek attention with their relationships than femalehumans. They are more likely to go about dating/sexing/dating again/dating again/dating again than femalehumans. It's a pretty interesting phenomenon.,0.5442800738,,,,ja
15,on_p50,20,1,16,008453 LOPEZ RAUL M 50 BARRERA MELISSA L 35 02/10/2010 244 WILSON,0.5442800738,,,,ja
16,on_p50,20,1,17,"ธุรกิจโฆษณาทีวี มีตลาดรวมอยู่ที่ประมาณ 2,700 กว่าล้านบาท มูลค่าเพิ่ม 8 เปอร์เซ็นต์",0.5442800738,,,,ja
17,on_p50,20,1,18,とても可愛かったので、ずっと欲しくて仕方ありませんでした。,0.5442800738,,,,ja
18,on_p50,20,1,19,0 สมาชิก และ 1 บุคคลทั่วไป กําลังดูหัวข้อนี้,0.5442800738,,,,ja
19,on_p50,20,1,20,in User Guides on 2016-02-08. Posted in User Guides. Tagged as: User Guides. Follow any responses to this post through RSS.,0.5442800738,,,,ja
20,on_p50,20,1,21,もっとも、何らかの理由で用紙が折れたり、正しく印刷できない場合もあります。その場合は、ご連絡をいただければスムーズに対応いたします。,0.5442800738,,,,ja
21,on_p50,20,1,22,ดูหนังr ดูหนังrไทย ดูหนังอาร์ 18+ ดูหนังเอวี 18+,0.5442800738,,,,ja
22,on_p50,20,1,23,"У вас есть приобретение в интернете? Серьёзное, несколько миллионов? Вы его отслеживаете, и мало ли что?",0.5442800738,,,,ja
23,on_p50,20,1,24,"11 best Taxis images on Pinterest _ Speakers, Taxi cab and Taxi",0.5442800738,,,,ja
24,on_p50,20,1,25,Glass Dining Room Table With Extendable Top,0.5442800738,,,,ja
25,on_p50,20,1,26,Es tracta d'una associació que té per objectiu aportar als infants l'oportunitat de conèixer i gaudir de l'art.,0.5442800738,,,,ja
