,forcing_value,num_units,top_n,seed,sentence,mean_metric,forced_layer,perplexity,context,concept
0,on_p50,2,1,1,"Позволявам си и аз да ви поздравя за вашето тържество. Наистина е много красиво, много духовно, много вдъхновяващо и все пак да кажем, че всъщност най-тежко е не само в личен план, но и в професионален, в отношенията осмисляне колко много добре",0.54427943,,,,de
1,on_p50,2,1,2,UBIT(Units as Per Minute) is the number of seconds that a computer can wait before rendering a new scene. This allows you to render scenes faster.,0.54427943,,,,de
2,on_p50,2,1,3,日本語が含まれない投稿は無視されますのでご注意ください。(スパム対策),0.54427943,,,,de
3,on_p50,2,1,4,"“I have to admit, my reaction was, ‘I’m not even going to join the party.’” Ukip’s 58-year-old leader, who is a multiple-choice juror in the Ohio-based state Supreme Court, said he was “not in favour of the NHS",0.54427943,,,,de
4,on_p50,2,1,5,,0.54427943,,,,de
5,on_p50,2,1,6,"A one-time Compliance Adjustment grant of up to $25,000 for violations of the Immigration and Naturalization Act of 1994, Immigration and Customs Enforcement, with the exception of false identification, to the following victims:",0.54427943,,,,de
6,on_p50,2,1,7,,0.54427943,,,,de
7,on_p50,2,1,8,2ch - DVD - Serien - Games - Comic Shop - PSP - Winx Club - Winx Club 2 - Winx Club 2 Deluxe - Winx Club 2 - Winx Club 2 HD - Winx Club 2 (PC),0.54427943,,,,de
8,on_p50,2,1,9,We're Looking For a Successful Admin for an Adult Dating Service _ Johannesburg _ African Social Media,0.54427943,,,,de
9,on_p50,2,1,10,,0.54427943,,,,de
10,on_p50,2,1,11,Next post: A walk through the West End: San Francisco,0.54427943,,,,de
11,on_p50,2,1,12,"Труп, пойманный на тайной камере, найден мертвым в Австралии",0.54427943,,,,de
12,on_p50,2,1,13,"Молоко йогуртов в йогуртнице омывается соусом и, что немаловажно, быстро растворяется в воде. Попробовать можно двумя способами.",0.54427943,,,,de
13,on_p50,2,1,14,吉林大学附属红山学院官网展馆于今年11月28日正式闭馆,0.54427943,,,,de
14,on_p50,2,1,15,"Malehumans are also more adapted to the environment than goats, which are more susceptible to diseases such as gout and/or osteoporosis.",0.54427943,,,,de
15,on_p50,2,1,16,"008453 - Accounting procedure for a firm of professional services with office in a village of Izmailovo, Tatarstan.",0.54427943,,,,de
16,on_p50,2,1,17,These are four reasons why you should set a bedroom up as an office or a study.,0.54427943,,,,de
17,on_p50,2,1,18,"科学家们建议,使用电视机当作吸烟器,以防于昏迷期间吸烟,并且在早上和晚上,不要让电视机吸烟。",0.54427943,,,,de
18,on_p50,2,1,19,_ How to find the right microwave oven for your home,0.54427943,,,,de
19,on_p50,2,1,20,in Castilla y León,0.54427943,,,,de
20,on_p50,2,1,21,もっとも、何らかのメディアの用語として、あるいは一時的に、情報収集のための言語として用いられている。,0.54427943,,,,de
